# REGULATORY KYC AUDIT EXPORT
# FORMAT: PSV (PIPE DELIMITED)
# SOURCE: COMPLIANCE_MAIN_DB
verification_id|customer_id|document_type|id_number_masked|verification_vendor|confidence_score|facial_match_pct|screening_flags|verified_timestamp
KYC-12603|C99952|RESIDENCE_PERMIT|RESI-****-282|Trulioo|0.71|91.0|TAMPERED_DOC_SUSPECTED|2024-02-24 00:00:00
KYC-12604|C81272|NATIONAL_ID|NATI-****-103|IDnow|0.9|63.9|PEP_HIT;SANCTION_CLEAR|2024-08-11 00:00:00
KYC-12605|C68658|DRIVERS_LICENSE|DRIV-****-741|Trulioo|0.61|55.5|ADDRESS_MISMATCH_WARN|2024-09-20 00:00:00
KYC-12606|C23767|DRIVERS_LICENSE|DRIV-****-554|IDnow|0.73|53.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-08-05 00:00:00
KYC-12607|C48938|DRIVERS_LICENSE|DRIV-****-218|Onfido|0.86|62.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-09-14 00:00:00
KYC-12608|C18206|NATIONAL_ID|NATI-****-927|IDnow|0.49|95.4|CLEAR|2023-11-03 00:00:00
KYC-12609|C25702|NATIONAL_ID|NATI-****-163|Onfido|0.93|30.9|PEP_HIT;SANCTION_CLEAR|2022-02-14 00:00:00
KYC-12610|C96437|DRIVERS_LICENSE|DRIV-****-440|Jumio|0.84|72.3|CLEAR|2022-03-02 00:00:00
KYC-12611|C25696|PASSPORT|PASS-****-211|IDnow|0.84|78.3|EXPIRED_DOC|2024-01-31 00:00:00
KYC-12612|C40363|RESIDENCE_PERMIT|RESI-****-936|Jumio|0.89|54.9|CLEAR|2022-02-24 00:00:00
KYC-12613|C25586|NATIONAL_ID|NATI-****-332|IDnow|0.46|83.3|CLEAR|2024-03-03 00:00:00
KYC-12614|C77879|PASSPORT|PASS-****-252|Jumio|0.7|32.8|ADDRESS_MISMATCH_WARN|2023-11-29 00:00:00
KYC-12615|C66392|RESIDENCE_PERMIT|RESI-****-623|Trulioo|0.68|84.0|PEP_HIT;SANCTION_CLEAR|2023-08-19 00:00:00
KYC-12616|C80508|NATIONAL_ID|NATI-****-608|Trulioo|0.52|60.1|ADDRESS_MISMATCH_WARN|2024-03-11 00:00:00
KYC-12617|C29852|PASSPORT|PASS-****-813|Jumio|0.78|80.1|CLEAR|2023-04-06 00:00:00
KYC-12618|C73120|DRIVERS_LICENSE|DRIV-****-419|Trulioo|0.84|82.7|CLEAR|2022-08-31 00:00:00
KYC-12619|C46877|PASSPORT|PASS-****-813|Jumio|0.76|48.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-10-23 00:00:00
KYC-12620|C82911|PASSPORT|PASS-****-914|Veriff|0.97|94.1|TAMPERED_DOC_SUSPECTED|2024-11-23 00:00:00
KYC-12621|C74074|DRIVERS_LICENSE|DRIV-****-291|IDnow|0.79|37.0|CLEAR|2024-12-18 00:00:00
KYC-12622|C54247|NATIONAL_ID|NATI-****-918|Trulioo|0.55|87.1|CLEAR|2022-01-09 00:00:00
KYC-12623|C66468|NATIONAL_ID|NATI-****-252|IDnow|0.98|65.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-10-18 00:00:00
KYC-12624|C99041|DRIVERS_LICENSE|DRIV-****-567|Jumio|0.84|42.9|CLEAR|2023-06-14 00:00:00
KYC-12625|C50146|PASSPORT|PASS-****-651|IDnow|0.5|53.2|PEP_HIT;SANCTION_CLEAR|2024-09-25 00:00:00
KYC-12626|C89263|DRIVERS_LICENSE|DRIV-****-692|Veriff|0.95|39.5|EXPIRED_DOC|2024-03-15 00:00:00
KYC-12627|C12886|PASSPORT|PASS-****-730|Veriff|0.94|82.2|TAMPERED_DOC_SUSPECTED|2023-09-02 00:00:00
KYC-12628|C70351|RESIDENCE_PERMIT|RESI-****-958|Jumio|0.93|91.8|EXPIRED_DOC|2022-03-08 00:00:00
KYC-12629|C57044|PASSPORT|PASS-****-963|Jumio|0.36|68.2|CLEAR|2023-06-02 00:00:00
KYC-12630|C32521|DRIVERS_LICENSE|DRIV-****-382|Veriff|0.94|42.9|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-01-22 00:00:00
KYC-12631|C28057|PASSPORT|PASS-****-517|Veriff|0.73|65.3|CLEAR|2022-04-05 00:00:00
KYC-12632|C82422|RESIDENCE_PERMIT|RESI-****-471|Trulioo|0.5|78.1|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-05-18 00:00:00
KYC-12633|C95076|DRIVERS_LICENSE|DRIV-****-232|Jumio|0.42|33.7|CLEAR|2023-05-09 00:00:00
KYC-12634|C65852|RESIDENCE_PERMIT|RESI-****-507|Jumio|0.74|66.2|TAMPERED_DOC_SUSPECTED|2022-09-15 00:00:00
KYC-12635|C20775|NATIONAL_ID|NATI-****-491|Onfido|0.96|90.6|CLEAR|2023-11-10 00:00:00
KYC-12636|C89563|DRIVERS_LICENSE|DRIV-****-116|Jumio|0.82|75.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-10-28 00:00:00
KYC-12637|C90523|RESIDENCE_PERMIT|RESI-****-716|Jumio|0.79|63.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-10-05 00:00:00
KYC-12638|C98621|NATIONAL_ID|NATI-****-151|Onfido|0.59|76.9|TAMPERED_DOC_SUSPECTED|2024-09-07 00:00:00
KYC-12639|C80442|DRIVERS_LICENSE|DRIV-****-198|Jumio|0.5|52.5|CLEAR|2024-09-20 00:00:00
KYC-12640|C53519|DRIVERS_LICENSE|DRIV-****-643|Veriff|0.94|58.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-11-24 00:00:00
KYC-12641|C92159|RESIDENCE_PERMIT|RESI-****-640|IDnow|0.92|97.0|PEP_HIT;SANCTION_CLEAR|2021-10-12 00:00:00
KYC-12642|C85888|DRIVERS_LICENSE|DRIV-****-115|Onfido|0.41|52.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-04-02 00:00:00
KYC-12643|C84309|RESIDENCE_PERMIT|RESI-****-601|IDnow|0.36|70.8|ADDRESS_MISMATCH_WARN|2022-04-26 00:00:00
KYC-12644|C67561|DRIVERS_LICENSE|DRIV-****-111|Onfido|0.58|67.6|CLEAR|2023-01-17 00:00:00
KYC-12645|C79903|DRIVERS_LICENSE|DRIV-****-248|IDnow|0.49|49.8|CLEAR|2022-04-02 00:00:00
KYC-12646|C24578|RESIDENCE_PERMIT|RESI-****-740|Onfido|0.9|37.5|ADDRESS_MISMATCH_WARN|2021-12-03 00:00:00
KYC-12647|C59049|NATIONAL_ID|NATI-****-603|Jumio|0.82|64.4|CLEAR|2023-01-28 00:00:00
KYC-12648|C18914|NATIONAL_ID|NATI-****-297|Trulioo|0.58|57.5|TAMPERED_DOC_SUSPECTED|2024-01-28 00:00:00
KYC-12649|C43656|NATIONAL_ID|NATI-****-867|IDnow|0.82|95.2|TAMPERED_DOC_SUSPECTED|2023-08-28 00:00:00
KYC-12650|C14676|NATIONAL_ID|NATI-****-465|Veriff|0.54|52.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-06-18 00:00:00
KYC-12651|C73852|PASSPORT|PASS-****-911|Onfido|0.81|62.8|PEP_HIT;SANCTION_CLEAR|2022-05-28 00:00:00
KYC-12652|C93113|DRIVERS_LICENSE|DRIV-****-206|Jumio|0.63|56.3|CLEAR|2023-03-14 00:00:00
KYC-12653|C68319|RESIDENCE_PERMIT|RESI-****-463|Veriff|0.45|93.3|CLEAR|2023-04-10 00:00:00
KYC-12654|C43037|DRIVERS_LICENSE|DRIV-****-191|Jumio|0.99|95.5|ADDRESS_MISMATCH_WARN|2023-10-13 00:00:00
KYC-12655|C16562|NATIONAL_ID|NATI-****-169|Trulioo|0.86|91.6|TAMPERED_DOC_SUSPECTED|2024-05-15 00:00:00
KYC-12656|C60672|NATIONAL_ID|NATI-****-469|Veriff|0.93|53.1|CLEAR|2023-03-29 00:00:00
KYC-12657|C78485|RESIDENCE_PERMIT|RESI-****-600|Onfido|0.69|49.0|CLEAR|2022-03-11 00:00:00
KYC-12658|C75375|PASSPORT|PASS-****-884|IDnow|0.36|56.9|EXPIRED_DOC|2021-09-26 00:00:00
KYC-12659|C47626|PASSPORT|PASS-****-284|Trulioo|0.89|68.2|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-05-05 00:00:00
KYC-12660|C96627|PASSPORT|PASS-****-830|Onfido|0.9|65.9|CLEAR|2022-12-05 00:00:00
KYC-12661|C22541|PASSPORT|PASS-****-647|Trulioo|0.66|96.2|ADDRESS_MISMATCH_WARN|2021-12-11 00:00:00
KYC-12662|C67438|PASSPORT|PASS-****-708|Onfido|0.53|89.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-09-18 00:00:00
KYC-12663|C20177|DRIVERS_LICENSE|DRIV-****-199|Onfido|0.36|84.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-09-06 00:00:00
KYC-12664|C14822|RESIDENCE_PERMIT|RESI-****-200|Trulioo|0.51|54.8|TAMPERED_DOC_SUSPECTED|2023-11-30 00:00:00
KYC-12665|C79721|PASSPORT|PASS-****-503|Veriff|0.53|88.4|CLEAR|2023-05-16 00:00:00
KYC-12666|C37430|DRIVERS_LICENSE|DRIV-****-698|IDnow|0.58|92.2|PEP_HIT;SANCTION_CLEAR|2022-07-26 00:00:00
KYC-12667|C57902|RESIDENCE_PERMIT|RESI-****-162|Trulioo|0.82|55.7|CLEAR|2022-06-07 00:00:00
KYC-12668|C70779|RESIDENCE_PERMIT|RESI-****-344|Veriff|0.36|50.0|PEP_HIT;SANCTION_CLEAR|2021-09-26 00:00:00
KYC-12669|C43193|PASSPORT|PASS-****-251|Veriff|0.79|57.5|CLEAR|2022-08-31 00:00:00
KYC-12670|C10333|DRIVERS_LICENSE|DRIV-****-534|Trulioo|0.37|99.5|TAMPERED_DOC_SUSPECTED|2024-09-29 00:00:00
KYC-12671|C29267|DRIVERS_LICENSE|DRIV-****-214|Onfido|0.61|46.0|TAMPERED_DOC_SUSPECTED|2024-08-18 00:00:00
KYC-12672|C62461|DRIVERS_LICENSE|DRIV-****-252|Jumio|0.77|34.1|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-06-04 00:00:00
KYC-12673|C25179|NATIONAL_ID|NATI-****-119|IDnow|0.41|90.9|TAMPERED_DOC_SUSPECTED|2024-06-08 00:00:00
KYC-12674|C68069|RESIDENCE_PERMIT|RESI-****-480|IDnow|0.57|35.3|CLEAR|2022-04-28 00:00:00
KYC-12675|C39030|RESIDENCE_PERMIT|RESI-****-210|IDnow|0.55|81.2|ADDRESS_MISMATCH_WARN|2024-12-07 00:00:00
KYC-12676|C45085|NATIONAL_ID|NATI-****-479|Onfido|0.38|54.2|EXPIRED_DOC|2024-11-10 00:00:00
KYC-12677|C42995|DRIVERS_LICENSE|DRIV-****-422|Trulioo|0.63|95.3|CLEAR|2024-05-25 00:00:00
KYC-12678|C15807|NATIONAL_ID|NATI-****-966|IDnow|0.43|56.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2021-11-27 00:00:00
KYC-12679|C39641|RESIDENCE_PERMIT|RESI-****-256|Jumio|0.64|31.5|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-12-19 00:00:00
KYC-12680|C21178|NATIONAL_ID|NATI-****-770|Onfido|0.44|77.3|CLEAR|2022-08-13 00:00:00
KYC-12681|C20597|NATIONAL_ID|NATI-****-231|Onfido|0.44|93.3|CLEAR|2022-02-01 00:00:00
KYC-12682|C27327|DRIVERS_LICENSE|DRIV-****-384|Onfido|0.48|35.5|PEP_HIT;SANCTION_CLEAR|2023-12-30 00:00:00
KYC-12683|C20694|RESIDENCE_PERMIT|RESI-****-129|Jumio|0.56|69.3|TAMPERED_DOC_SUSPECTED|2024-02-01 00:00:00
KYC-12684|C55584|DRIVERS_LICENSE|DRIV-****-818|Veriff|0.55|51.4|EXPIRED_DOC|2022-05-21 00:00:00
KYC-12685|C42027|NATIONAL_ID|NATI-****-176|Trulioo|0.42|43.8|CLEAR|2024-07-14 00:00:00
KYC-12686|C53379|RESIDENCE_PERMIT|RESI-****-228|Onfido|0.8|86.1|TAMPERED_DOC_SUSPECTED|2022-12-26 00:00:00
KYC-12687|C90492|PASSPORT|PASS-****-552|Veriff|0.95|63.9|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-07-31 00:00:00
KYC-12688|C55160|RESIDENCE_PERMIT|RESI-****-581|IDnow|0.43|60.6|ADDRESS_MISMATCH_WARN|2023-03-11 00:00:00
KYC-12689|C82578|RESIDENCE_PERMIT|RESI-****-611|Onfido|0.73|33.9|CLEAR|2023-07-17 00:00:00
KYC-12690|C71205|DRIVERS_LICENSE|DRIV-****-430|Onfido|0.62|80.6|TAMPERED_DOC_SUSPECTED|2024-02-09 00:00:00
KYC-12691|C43617|DRIVERS_LICENSE|DRIV-****-565|Trulioo|0.94|75.4|CLEAR|2022-06-04 00:00:00
KYC-12692|C19098|RESIDENCE_PERMIT|RESI-****-693|Trulioo|0.54|30.1|CLEAR|2023-12-01 00:00:00
KYC-12693|C76840|NATIONAL_ID|NATI-****-656|Trulioo|0.94|49.0|EXPIRED_DOC|2023-07-19 00:00:00
KYC-12694|C32131|PASSPORT|PASS-****-340|Jumio|0.49|30.2|ADDRESS_MISMATCH_WARN|2023-05-31 00:00:00
KYC-12695|C90738|PASSPORT|PASS-****-681|Onfido|0.53|45.5|CLEAR|2024-08-26 00:00:00
KYC-12696|C79917|PASSPORT|PASS-****-980|Trulioo|0.41|97.1|CLEAR|2023-04-12 00:00:00
KYC-12697|C54154|PASSPORT|PASS-****-528|Trulioo|0.7|73.9|TAMPERED_DOC_SUSPECTED|2023-12-15 00:00:00
KYC-12698|C64229|RESIDENCE_PERMIT|RESI-****-762|Onfido|0.44|46.4|CLEAR|2022-09-13 00:00:00
KYC-12699|C62454|NATIONAL_ID|NATI-****-523|IDnow|0.41|43.3|CLEAR|2022-10-12 00:00:00
KYC-12700|C29204|PASSPORT|PASS-****-964|IDnow|0.61|49.9|CLEAR|2022-04-17 00:00:00
KYC-12701|C19429|NATIONAL_ID|NATI-****-752|Onfido|0.52|88.8|CLEAR|2023-04-23 00:00:00
KYC-12702|C56555|DRIVERS_LICENSE|DRIV-****-979|IDnow|0.79|62.5|EXPIRED_DOC|2024-04-26 00:00:00
KYC-12703|C16179|RESIDENCE_PERMIT|RESI-****-444|Trulioo|0.94|62.8|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-12-26 00:00:00
KYC-12704|C85801|RESIDENCE_PERMIT|RESI-****-630|Onfido|0.83|37.3|CLEAR|2023-10-06 00:00:00
KYC-12705|C33127|NATIONAL_ID|NATI-****-705|Jumio|0.83|72.7|TAMPERED_DOC_SUSPECTED|2023-04-25 00:00:00
KYC-12706|C61508|DRIVERS_LICENSE|DRIV-****-389|Trulioo|0.66|92.4|TAMPERED_DOC_SUSPECTED|2022-02-22 00:00:00
KYC-12707|C71823|NATIONAL_ID|NATI-****-251|Veriff|0.48|37.8|CLEAR|2022-03-27 00:00:00
KYC-12708|C19107|PASSPORT|PASS-****-867|Veriff|0.47|86.8|EXPIRED_DOC|2023-07-11 00:00:00
KYC-12709|C13775|RESIDENCE_PERMIT|RESI-****-618|Jumio|0.78|49.9|CLEAR|2022-09-17 00:00:00
KYC-12710|C47249|RESIDENCE_PERMIT|RESI-****-563|IDnow|0.6|57.7|CLEAR|2022-05-26 00:00:00
KYC-12711|C50799|PASSPORT|PASS-****-741|Jumio|0.35|31.0|EXPIRED_DOC|2023-09-20 00:00:00
KYC-12712|C82194|PASSPORT|PASS-****-987|Onfido|0.46|68.9|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-10-25 00:00:00
KYC-12713|C55073|NATIONAL_ID|NATI-****-231|Onfido|0.77|65.4|PEP_HIT;SANCTION_CLEAR|2023-11-09 00:00:00
KYC-12714|C85532|NATIONAL_ID|NATI-****-111|Onfido|0.91|69.6|EXPIRED_DOC|2023-12-04 00:00:00
KYC-12715|C98013|RESIDENCE_PERMIT|RESI-****-389|Veriff|0.91|40.7|CLEAR|2022-06-27 00:00:00
KYC-12716|C95766|RESIDENCE_PERMIT|RESI-****-815|Onfido|0.56|66.9|CLEAR|2023-02-28 00:00:00
KYC-12717|C96758|NATIONAL_ID|NATI-****-563|Trulioo|0.47|81.9|EXPIRED_DOC|2023-09-19 00:00:00
KYC-12718|C48372|DRIVERS_LICENSE|DRIV-****-714|IDnow|0.6|52.2|PEP_HIT;SANCTION_CLEAR|2023-06-24 00:00:00
KYC-12719|C30565|DRIVERS_LICENSE|DRIV-****-141|Trulioo|0.63|82.3|ADDRESS_MISMATCH_WARN|2021-12-19 00:00:00
KYC-12720|C34442|NATIONAL_ID|NATI-****-416|IDnow|0.63|49.6|CLEAR|2022-04-26 00:00:00
KYC-12721|C32210|NATIONAL_ID|NATI-****-168|Veriff|0.42|95.2|CLEAR|2022-10-06 00:00:00
KYC-12722|C55004|RESIDENCE_PERMIT|RESI-****-663|Trulioo|0.51|89.6|PEP_HIT;SANCTION_CLEAR|2024-10-06 00:00:00
KYC-12723|C71096|RESIDENCE_PERMIT|RESI-****-852|Veriff|0.86|77.0|ADDRESS_MISMATCH_WARN|2023-01-04 00:00:00
KYC-12724|C26715|RESIDENCE_PERMIT|RESI-****-914|Onfido|0.73|42.0|CLEAR|2024-03-09 00:00:00
KYC-12725|C38143|DRIVERS_LICENSE|DRIV-****-932|Veriff|0.39|80.3|EXPIRED_DOC|2023-02-28 00:00:00
KYC-12726|C27018|DRIVERS_LICENSE|DRIV-****-487|Jumio|0.83|39.1|EXPIRED_DOC|2024-01-17 00:00:00
KYC-12727|C86562|DRIVERS_LICENSE|DRIV-****-787|Trulioo|0.82|44.7|CLEAR|2024-03-19 00:00:00
KYC-12728|C10204|PASSPORT|PASS-****-585|Veriff|0.71|45.4|CLEAR|2024-08-17 00:00:00
KYC-12729|C66558|NATIONAL_ID|NATI-****-889|Jumio|0.65|67.5|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-02-04 00:00:00
KYC-12730|C80555|RESIDENCE_PERMIT|RESI-****-301|Trulioo|0.97|59.6|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-04-04 00:00:00
KYC-12731|C20682|DRIVERS_LICENSE|DRIV-****-155|IDnow|0.9|84.1|CLEAR|2024-08-01 00:00:00
KYC-12732|C93602|NATIONAL_ID|NATI-****-814|Trulioo|0.7|86.0|ADDRESS_MISMATCH_WARN|2023-10-25 00:00:00
KYC-12733|C13318|PASSPORT|PASS-****-774|IDnow|0.82|79.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-07-18 00:00:00
KYC-12734|C78441|DRIVERS_LICENSE|DRIV-****-186|Onfido|0.46|99.8|PEP_HIT;SANCTION_CLEAR|2022-10-27 00:00:00
KYC-12735|C49364|DRIVERS_LICENSE|DRIV-****-304|Onfido|0.73|81.9|CLEAR|2024-03-25 00:00:00
KYC-12736|C44800|DRIVERS_LICENSE|DRIV-****-861|Onfido|0.88|98.6|EXPIRED_DOC|2024-06-19 00:00:00
KYC-12737|C36238|NATIONAL_ID|NATI-****-541|Onfido|0.38|49.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-04-14 00:00:00
KYC-12738|C92464|DRIVERS_LICENSE|DRIV-****-743|IDnow|0.42|56.9|TAMPERED_DOC_SUSPECTED|2021-11-28 00:00:00
KYC-12739|C91360|NATIONAL_ID|NATI-****-623|Trulioo|0.98|83.5|ADDRESS_MISMATCH_WARN|2023-09-04 00:00:00
KYC-12740|C77807|DRIVERS_LICENSE|DRIV-****-981|Jumio|0.39|55.6|CLEAR|2024-09-12 00:00:00
KYC-12741|C42228|PASSPORT|PASS-****-292|Jumio|0.82|80.1|CLEAR|2024-07-08 00:00:00
KYC-12742|C61429|PASSPORT|PASS-****-493|IDnow|0.99|63.3|CLEAR|2023-09-17 00:00:00
KYC-12743|C41906|PASSPORT|PASS-****-259|Onfido|0.46|53.4|PEP_HIT;SANCTION_CLEAR|2023-05-26 00:00:00
KYC-12744|C72764|DRIVERS_LICENSE|DRIV-****-356|Trulioo|0.52|98.5|CLEAR|2023-07-16 00:00:00
KYC-12745|C40940|RESIDENCE_PERMIT|RESI-****-104|Veriff|0.41|34.9|EXPIRED_DOC|2022-09-17 00:00:00
KYC-12746|C39482|RESIDENCE_PERMIT|RESI-****-856|Veriff|0.37|82.1|TAMPERED_DOC_SUSPECTED|2023-12-06 00:00:00
KYC-12747|C94775|RESIDENCE_PERMIT|RESI-****-199|IDnow|0.37|83.3|CLEAR|2022-11-13 00:00:00
KYC-12748|C25933|DRIVERS_LICENSE|DRIV-****-565|Jumio|0.93|73.4|TAMPERED_DOC_SUSPECTED|2024-03-11 00:00:00
KYC-12749|C74564|RESIDENCE_PERMIT|RESI-****-103|IDnow|0.89|51.2|CLEAR|2023-05-07 00:00:00
KYC-12750|C55700|NATIONAL_ID|NATI-****-268|Onfido|0.73|88.2|ADDRESS_MISMATCH_WARN|2024-12-10 00:00:00
KYC-12751|C46728|DRIVERS_LICENSE|DRIV-****-923|Trulioo|0.49|83.7|PEP_HIT;SANCTION_CLEAR|2024-10-27 00:00:00
KYC-12752|C75832|NATIONAL_ID|NATI-****-225|IDnow|0.91|61.1|CLEAR|2023-04-24 00:00:00
KYC-12753|C91265|DRIVERS_LICENSE|DRIV-****-371|IDnow|0.45|82.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-01-02 00:00:00
KYC-12754|C99561|PASSPORT|PASS-****-851|Trulioo|0.72|69.4|CLEAR|2022-01-14 00:00:00
KYC-12755|C56786|DRIVERS_LICENSE|DRIV-****-590|Jumio|0.68|66.7|CLEAR|2022-07-07 00:00:00
KYC-12756|C19840|NATIONAL_ID|NATI-****-400|IDnow|0.4|36.0|EXPIRED_DOC|2024-01-11 00:00:00
KYC-12757|C88118|PASSPORT|PASS-****-693|Jumio|0.73|46.5|ADDRESS_MISMATCH_WARN|2021-11-16 00:00:00
KYC-12758|C59285|NATIONAL_ID|NATI-****-168|Veriff|0.54|33.2|TAMPERED_DOC_SUSPECTED|2024-01-05 00:00:00
KYC-12759|C42974|PASSPORT|PASS-****-720|Jumio|0.81|69.6|PEP_HIT;SANCTION_CLEAR|2022-08-18 00:00:00
KYC-12760|C23372|DRIVERS_LICENSE|DRIV-****-228|Trulioo|0.75|57.7|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-07-28 00:00:00
KYC-12761|C24092|PASSPORT|PASS-****-297|Jumio|0.84|98.6|CLEAR|2024-01-02 00:00:00
KYC-12762|C98535|PASSPORT|PASS-****-908|IDnow|0.89|44.1|CLEAR|2021-10-01 00:00:00
KYC-12763|C53300|NATIONAL_ID|NATI-****-239|Veriff|0.97|54.6|EXPIRED_DOC|2024-07-05 00:00:00
KYC-12764|C28456|NATIONAL_ID|NATI-****-546|Jumio|0.41|43.5|PEP_HIT;SANCTION_CLEAR|2023-10-24 00:00:00
KYC-12765|C26584|DRIVERS_LICENSE|DRIV-****-899|Trulioo|0.99|46.1|TAMPERED_DOC_SUSPECTED|2023-10-07 00:00:00
KYC-12766|C59176|PASSPORT|PASS-****-350|Jumio|0.85|84.3|TAMPERED_DOC_SUSPECTED|2023-03-13 00:00:00
KYC-12767|C38188|DRIVERS_LICENSE|DRIV-****-643|Veriff|0.79|88.7|ADDRESS_MISMATCH_WARN|2024-09-05 00:00:00
KYC-12768|C62086|PASSPORT|PASS-****-382|Trulioo|0.59|98.4|TAMPERED_DOC_SUSPECTED|2021-11-18 00:00:00
KYC-12769|C71291|DRIVERS_LICENSE|DRIV-****-857|Jumio|0.65|79.6|CLEAR|2022-12-07 00:00:00
KYC-12770|C23235|NATIONAL_ID|NATI-****-718|Onfido|0.83|79.2|PEP_HIT;SANCTION_CLEAR|2022-05-13 00:00:00
KYC-12771|C39050|PASSPORT|PASS-****-398|IDnow|0.36|41.0|CLEAR|2022-06-02 00:00:00
KYC-12772|C81602|NATIONAL_ID|NATI-****-227|Veriff|0.89|37.4|TAMPERED_DOC_SUSPECTED|2022-07-19 00:00:00
KYC-12773|C54686|DRIVERS_LICENSE|DRIV-****-779|Veriff|0.38|77.2|TAMPERED_DOC_SUSPECTED|2024-07-17 00:00:00
KYC-12774|C12289|RESIDENCE_PERMIT|RESI-****-597|Onfido|0.79|91.7|EXPIRED_DOC|2021-10-07 00:00:00
KYC-12775|C54499|PASSPORT|PASS-****-739|Trulioo|0.83|75.2|CLEAR|2024-04-18 00:00:00
KYC-12776|C97205|NATIONAL_ID|NATI-****-305|Trulioo|0.62|95.4|HIGH_RISK_GEO;SUSPICIOUS_IP|2024-04-11 00:00:00
KYC-12777|C70235|PASSPORT|PASS-****-794|Trulioo|0.92|63.6|CLEAR|2022-12-25 00:00:00
KYC-12778|C48079|PASSPORT|PASS-****-185|Trulioo|0.6|86.1|ADDRESS_MISMATCH_WARN|2023-06-28 00:00:00
KYC-12779|C28490|RESIDENCE_PERMIT|RESI-****-705|Trulioo|0.41|34.6|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-02-18 00:00:00
KYC-12780|C75822|DRIVERS_LICENSE|DRIV-****-816|Trulioo|0.63|32.0|EXPIRED_DOC|2023-03-16 00:00:00
KYC-12781|C56724|DRIVERS_LICENSE|DRIV-****-139|IDnow|0.69|80.1|CLEAR|2024-09-02 00:00:00
KYC-12782|C42600|NATIONAL_ID|NATI-****-511|Jumio|0.46|42.4|CLEAR|2022-03-19 00:00:00
KYC-12783|C89607|RESIDENCE_PERMIT|RESI-****-874|Jumio|0.44|33.6|CLEAR|2022-03-21 00:00:00
KYC-12784|C79013|DRIVERS_LICENSE|DRIV-****-638|Jumio|0.44|59.4|ADDRESS_MISMATCH_WARN|2023-09-20 00:00:00
KYC-12785|C54459|DRIVERS_LICENSE|DRIV-****-669|Trulioo|0.93|94.8|CLEAR|2022-05-26 00:00:00
KYC-12786|C64358|PASSPORT|PASS-****-621|Onfido|0.47|77.0|CLEAR|2023-08-10 00:00:00
KYC-12787|C67487|DRIVERS_LICENSE|DRIV-****-530|Veriff|0.84|64.5|CLEAR|2024-09-22 00:00:00
KYC-12788|C58822|PASSPORT|PASS-****-653|Onfido|0.46|96.4|PEP_HIT;SANCTION_CLEAR|2023-03-01 00:00:00
KYC-12789|C71364|NATIONAL_ID|NATI-****-278|Jumio|0.94|40.3|PEP_HIT;SANCTION_CLEAR|2022-05-07 00:00:00
KYC-12790|C25494|PASSPORT|PASS-****-396|Onfido|0.66|81.2|HIGH_RISK_GEO;SUSPICIOUS_IP|2022-03-27 00:00:00
KYC-12791|C32336|DRIVERS_LICENSE|DRIV-****-987|Veriff|0.92|53.3|CLEAR|2022-06-22 00:00:00
KYC-12792|C47178|NATIONAL_ID|NATI-****-886|Trulioo|0.88|84.2|TAMPERED_DOC_SUSPECTED|2023-11-06 00:00:00
KYC-12793|C11021|RESIDENCE_PERMIT|RESI-****-727|Jumio|0.89|96.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-08-18 00:00:00
KYC-12794|C66114|PASSPORT|PASS-****-937|Onfido|0.51|62.7|ADDRESS_MISMATCH_WARN|2023-05-19 00:00:00
KYC-12795|C37071|DRIVERS_LICENSE|DRIV-****-140|Onfido|0.88|75.8|TAMPERED_DOC_SUSPECTED|2023-08-28 00:00:00
KYC-12796|C58226|RESIDENCE_PERMIT|RESI-****-743|IDnow|0.86|85.3|HIGH_RISK_GEO;SUSPICIOUS_IP|2023-05-14 00:00:00
KYC-12797|C74331|NATIONAL_ID|NATI-****-528|Jumio|0.39|41.5|CLEAR|2023-07-25 00:00:00
